robot_id,timestamp,battery,motor_current,temperature,vibration,speed,operating_hours,navigation_errors,maintenance_risk,anomaly_score,anomaly,health_score,status
R03,96,60.49,8.01,39.62,2.43,1.6,14.4,0,0,2.067,0,100,Healthy
R03,97,60.43,6.68,40.19,1.24,1.41,14.55,1,0,2.498,0,100,Healthy
R03,98,60.15,8.84,40.33,3.32,1.59,14.7,1,0,2.028,0,100,Healthy
R03,99,59.86,6.15,34.57,2.87,0.99,14.85,0,0,3.336,0,100,Healthy
R04,0,73.04,8.77,44.5,1.24,1.36,0.0,0,0,2.411,0,100,Healthy
R04,1,72.94,7.8,39.64,1.11,1.69,0.15,1,0,2.451,0,100,Healthy
R04,2,72.78,13.344025769732935,66.46356323240761,4.733327888697852,1.72,0.3,7,1,5.952,1,25,Critical
R04,3,72.68,7.44,41.47,4.35,1.12,0.45,0,1,2.848,0,80,Healthy
R04,4,72.39,8.3,44.34,3.26,1.52,0.6,0,0,1.847,0,100,Healthy
R04,5,72.14,8.32,40.28,2.94,1.41,0.75,1,0,1.678,0,100,Healthy
R04,6,71.97,7.98,43.95,2.68,1.76,0.9,1,0,1.839,0,100,Healthy
R04,7,71.87,7.29,48.87,1.01,2.28,1.05,3,0,3.961,0,100,Healthy
R04,8,71.62,8.5,49.46,3.32,1.45,1.2,1,0,1.852,0,100,Healthy
R04,9,71.34,8.71,27.3,2.96,1.55,1.35,0,0,2.917,0,100,Healthy
R04,10,71.18,9.35,46.74,1.96,1.6,1.5,0,0,1.89,0,100,Healthy
R04,11,71.04,7.25,46.31,3.17,1.63,1.65,0,0,1.836,0,100,Healthy
R04,12,70.98,8.87,44.58,2.05,1.61,1.8,3,0,1.781,0,100,Healthy
R04,13,70.72,7.08,43.06,1.93,1.49,1.95,1,0,1.614,0,100,Healthy
R04,14,70.65,7.05,40.46,1.17,1.55,2.1,0,0,2.191,0,100,Healthy
R04,15,70.48,8.79,46.69,1.37,1.31,2.25,0,0,2.11,0,100,Healthy
R04,16,70.36,9.0,41.03,2.31,1.0,2.4,0,0,2.467,0,100,Healthy
R04,17,70.15,8.07,43.39,3.45,1.17,2.55,0,0,2.017,0,100,Healthy
R04,18,69.88,4.38,42.92,3.76,1.81,2.7,0,0,2.837,0,100,Healthy
R04,19,69.66,8.97,37.13,2.83,1.63,2.85,1,0,1.521,0,100,Healthy
R04,20,69.57,7.11,46.45,1.22,1.49,3.0,0,0,2.056,0,100,Healthy
R04,21,69.36,7.25,42.08,3.17,1.24,3.15,0,0,1.783,0,100,Healthy
R04,22,69.1,6.97,47.63,2.31,1.31,3.3,0,0,1.788,0,100,Healthy
R04,23,68.84,9.23,38.68,2.39,1.74,3.45,1,0,1.556,0,100,Healthy
R04,24,68.55,8.32,39.09,0.79,1.47,3.6,2,0,2.123,0,100,Healthy
R04,25,68.46,9.16,48.18,2.56,1.55,3.75,0,0,1.445,0,100,Healthy
R04,26,68.38,8.74,48.02,2.4,1.39,3.9,2,0,1.292,0,100,Healthy
R04,27,68.22,7.34,35.9,2.14,1.46,4.05,1,0,1.577,0,100,Healthy
R04,28,67.96,7.52,44.41,2.24,2.03,4.2,1,0,2.286,0,100,Healthy
R04,29,67.74,6.14,46.09,2.76,1.27,4.35,1,0,1.696,0,100,Healthy
R04,30,67.53,9.86,38.19,2.63,1.46,4.5,0,0,1.468,0,100,Healthy
R04,31,67.39,5.91,42.6,1.43,1.22,4.65,0,0,2.28,0,100,Healthy
R04,32,67.31,7.74,28.81,3.05,0.9,4.8,1,0,3.315,0,100,Healthy
R04,33,67.14,8.03,44.74,1.67,1.78,4.95,2,0,1.639,0,100,Healthy
R04,34,66.85,8.81,44.96,2.25,1.36,5.1,0,0,1.243,0,100,Healthy
R04,35,66.73,8.12,49.75,1.63,1.13,5.25,0,0,2.254,0,100,Healthy
R04,36,66.6,8.2,42.25,2.62,1.56,5.4,1,0,0.651,0,100,Healthy
R04,37,66.45,11.564596341980561,54.68970429687009,4.17464768544017,1.3,5.55,4,1,3.222,0,80,Healthy
R04,38,66.28,8.03,43.15,1.62,1.35,5.7,0,0,1.503,0,100,Healthy
R04,39,66.2,9.54,44.79,1.72,1.56,5.85,2,0,1.259,0,100,Healthy
R04,40,65.98,7.03,35.71,2.34,1.62,6.0,2,0,1.555,0,100,Healthy
R04,41,65.91,7.0,52.45,1.37,1.55,6.15,1,0,2.082,0,100,Healthy
R04,42,65.84,9.01,38.91,4.03,1.03,6.3,1,1,2.375,0,80,Healthy
R04,43,65.75,6.29,40.67,2.2,1.65,6.45,1,0,1.41,0,100,Healthy
R04,44,65.47,8.06,43.66,2.2,1.1,6.6,1,0,1.717,0,100,Healthy
R04,45,65.26,8.51,42.1,2.05,1.62,6.75,1,0,0.899,0,100,Healthy
R04,46,65.15,9.67,47.88,2.66,1.2,6.9,2,0,1.604,0,100,Healthy
R04,47,65.1,13.618833651585394,55.2417568746215,6.372534725579059,1.18,7.05,3,1,4.896,0,40,Critical
R04,48,64.97,8.56,45.57,2.39,1.28,7.2,0,0,1.32,0,100,Healthy
R04,49,64.8,7.04,43.69,1.97,1.11,7.35,2,0,1.897,0,100,Healthy
R04,50,64.55,6.39,33.98,2.67,1.54,7.5,2,0,1.814,0,100,Healthy
R04,51,64.31,8.49,34.1,3.47,1.19,7.65,0,0,2.169,0,100,Healthy
R04,52,64.21,6.17,42.16,2.65,1.45,7.8,0,0,1.449,0,100,Healthy
R04,53,63.92,6.15,51.92,2.88,2.16,7.95,1,0,3.139,0,100,Healthy
R04,54,63.78,7.77,46.61,2.41,1.88,8.1,1,0,1.704,0,100,Healthy
R04,55,63.59,7.34,36.87,2.24,1.61,8.25,0,0,1.562,0,100,Healthy
R04,56,63.52,8.01,45.55,3.39,1.41,8.4,1,0,1.041,0,100,Healthy
R04,57,63.3,8.82,47.96,1.25,1.58,8.55,1,0,1.698,0,100,Healthy
R04,58,63.21,8.83,29.21,1.99,1.24,8.7,0,0,2.648,0,100,Healthy
R04,59,63.11,9.46,46.1,2.32,1.78,8.85,0,0,1.646,0,100,Healthy
R04,60,62.97,9.04,44.9,2.18,1.22,9.0,4,0,2.066,0,100,Healthy
R04,61,62.78,7.28,43.14,3.76,1.6,9.15,0,0,1.582,0,100,Healthy
R04,62,62.53,8.68,42.53,1.39,1.7,9.3,2,0,1.66,0,100,Healthy
R04,63,62.35,5.23,42.79,3.26,1.75,9.45,2,0,2.081,0,100,Healthy
R04,64,62.12,7.49,45.38,2.12,1.64,9.6,0,0,1.46,0,100,Healthy
R04,65,61.99,9.27,46.69,2.94,1.52,9.75,1,0,1.109,0,100,Healthy
R04,66,61.9,8.83,46.25,2.29,1.48,9.9,1,0,1.091,0,100,Healthy
R04,67,61.67,7.93,44.27,3.04,1.25,10.05,3,0,1.68,0,100,Healthy
R04,68,61.49,8.84,44.1,2.84,1.37,10.2,1,0,1.116,0,100,Healthy
R04,69,61.41,6.66,36.94,2.76,1.7,10.35,1,0,1.783,0,100,Healthy
R04,70,61.21,9.45,43.31,2.24,1.54,10.5,1,0,1.208,0,100,Healthy
R04,71,61.08,9.5,34.42,3.35,1.28,10.65,1,0,2.058,0,100,Healthy
R04,72,60.83,7.36,33.46,1.72,1.81,10.8,0,0,2.533,0,100,Healthy
R04,73,60.69,8.19,44.51,3.28,1.86,10.95,0,0,2.01,0,100,Healthy
R04,74,60.53,7.5,43.3,1.83,1.26,11.1,2,0,1.783,0,100,Healthy
R04,75,60.35,7.72,37.38,3.12,1.76,11.25,1,0,1.85,0,100,Healthy
R04,76,60.21,7.01,38.69,1.28,1.47,11.4,0,0,2.177,0,100,Healthy
R04,77,59.99,8.11,43.98,2.44,1.55,11.55,0,0,1.497,0,100,Healthy
R04,78,59.79,17.937887387800313,66.10959682964197,6.769509170014096,1.75,11.7,7,1,7.77,1,25,Critical
R04,79,59.67,9.22,43.36,2.89,1.59,11.85,0,0,1.6,0,100,Healthy
R04,80,59.48,9.26,47.85,2.34,1.49,12.0,1,0,1.619,0,100,Healthy
R04,81,59.31,7.87,44.49,2.23,1.61,12.15,2,0,1.581,0,100,Healthy
R04,82,59.26,6.96,41.3,2.72,1.55,12.3,1,0,1.625,0,100,Healthy
R04,83,59.1,17.57807997318775,62.62800997717288,3.3283118451967635,1.67,12.45,7,1,6.427,1,45,Critical
R04,84,59.0,8.43,44.84,2.01,1.28,12.6,0,0,1.999,0,100,Healthy
R04,85,58.94,18.101206584830067,59.53206667915789,8.600133796249253,1.75,12.75,5,1,8.102,1,25,Critical
R04,86,58.65,8.49,44.26,1.52,1.55,12.9,2,0,1.945,0,100,Healthy
R04,87,58.47,7.78,38.9,2.61,1.69,13.05,1,0,1.893,0,100,Healthy
R04,88,58.33,8.36,45.61,2.34,1.86,13.2,1,0,2.193,0,100,Healthy
R04,89,58.1,6.06,31.82,2.88,1.55,13.35,0,0,2.775,0,100,Healthy
R04,90,57.85,7.43,33.13,2.02,1.5,13.5,2,0,2.444,0,100,Healthy
R04,91,57.6,10.1,36.91,2.01,1.38,13.65,0,0,2.402,0,100,Healthy
R04,92,57.54,8.65,36.81,2.6,1.54,13.8,1,0,2.028,0,100,Healthy
R04,93,57.41,6.7,37.87,4.56,1.81,13.95,0,1,3.095,0,80,Healthy
R04,94,57.28,8.58,44.74,2.88,1.44,14.1,1,0,1.883,0,100,Healthy
R04,95,57.14,8.85,42.05,3.25,0.96,14.25,1,0,2.885,0,100,Healthy
R04,96,56.87,9.11,44.41,2.79,1.65,14.4,1,0,2.034,0,100,Healthy
R04,97,56.78,6.81,44.67,1.77,1.69,14.55,0,0,2.512,0,100,Healthy
R04,98,56.69,8.13,50.72,2.3,1.61,14.7,0,0,2.481,0,100,Healthy
R04,99,56.61,8.13,34.36,1.51,1.65,14.85,0,0,2.824,0,100,Healthy
R05,0,63.35,9.23,52.44,1.39,1.03,0.0,2,0,3.226,0,100,Healthy
R05,1,63.26,4.84,42.02,2.73,1.73,0.15,1,0,2.647,0,100,Healthy
R05,2,63.06,7.6,38.05,2.8,1.3,0.3,0,0,2.238,0,100,Healthy
R05,3,62.91,7.84,42.88,0.62,1.56,0.45,0,0,2.72,0,100,Healthy
R05,4,62.66,7.95,38.18,3.92,1.74,0.6,1,0,2.369,0,100,Healthy
R05,5,62.61,8.34,50.79,2.76,1.6,0.75,2,0,2.088,0,100,Healthy
R05,6,62.36,6.42,40.99,1.94,1.48,0.9,1,0,2.065,0,100,Healthy
R05,7,62.09,7.67,46.7,2.85,1.51,1.05,0,0,1.898,0,100,Healthy
R05,8,61.88,7.77,38.68,2.29,1.84,1.2,2,0,2.241,0,100,Healthy
R05,9,61.77,6.49,34.65,2.37,1.35,1.35,1,0,2.338,0,100,Healthy
R05,10,61.56,8.78,36.31,2.36,1.5,1.5,2,0,1.911,0,100,Healthy
R05,11,61.49,12.574129280379054,60.34364133027166,4.675532746799268,1.7,1.65,9,1,5.967,1,25,Critical
R05,12,61.27,18.110334746737546,64.91577731892887,4.3273873713648445,1.38,1.8,7,1,6.907,1,25,Critical
R05,13,61.06,8.23,46.71,1.78,1.6,1.95,1,0,1.822,0,100,Healthy
R05,14,60.94,7.24,36.96,1.97,1.33,2.1,2,0,2.075,0,100,Healthy
R05,15,60.84,8.27,39.6,3.31,1.39,2.25,2,0,1.7,0,100,Healthy
R05,16,60.62,15.744218450431115,59.34963317760809,3.0091108477000654,1.78,2.4,7,1,5.64,1,45,Critical
R05,17,60.52,6.78,45.51,1.43,1.65,2.55,3,0,2.277,0,100,Healthy
R05,18,60.43,8.31,39.31,1.79,1.01,2.7,0,0,2.665,0,100,Healthy
R05,19,60.31,8.42,34.18,2.57,1.43,2.85,0,0,2.06,0,100,Healthy
R05,20,60.04,7.6,45.66,2.73,1.58,3.0,0,0,1.626,0,100,Healthy
R05,21,59.84,8.91,45.06,1.79,1.44,3.15,0,0,1.764,0,100,Healthy
R05,22,59.7,8.4,49.16,3.26,1.17,3.3,0,0,2.225,0,100,Healthy
R05,23,59.65,12.38144076524658,66.19236531199952,4.4191854478775365,1.77,3.45,6,1,5.289,1,25,Critical
R05,24,59.38,9.96,50.77,3.74,1.38,3.6,1,0,2.138,0,100,Healthy
R05,25,59.18,8.44,31.5,2.94,1.72,3.75,1,0,2.318,0,100,Healthy
R05,26,59.02,9.43,47.86,2.89,1.46,3.9,0,0,1.67,0,100,Healthy
R05,27,58.84,9.34,47.39,1.58,1.72,4.05,0,0,2.086,0,100,Healthy
R05,28,58.64,6.55,43.87,2.22,1.95,4.2,2,0,2.351,0,100,Healthy
R05,29,58.58,8.63,48.65,3.09,1.62,4.35,3,0,1.788,0,100,Healthy
R05,30,58.43,8.29,36.24,2.77,1.45,4.5,1,0,1.571,0,100,Healthy
R05,31,58.29,7.03,41.25,3.15,1.57,4.65,2,0,1.472,0,100,Healthy
R05,32,58.03,7.8,43.06,1.87,1.75,4.8,2,0,1.725,0,100,Healthy
R05,33,57.75,8.35,42.37,3.33,1.47,4.95,0,0,1.482,0,100,Healthy
R05,34,57.62,8.41,43.54,2.03,1.46,5.1,0,0,1.493,0,100,Healthy
R05,35,57.51,5.92,40.85,1.31,1.38,5.25,1,0,2.186,0,100,Healthy
R05,36,57.38,7.42,40.24,1.96,1.18,5.4,1,0,1.933,0,100,Healthy
R05,37,57.28,7.54,43.66,3.12,1.4,5.55,0,0,1.506,0,100,Healthy
R05,38,57.21,5.7,41.25,3.45,1.57,5.7,0,0,2.035,0,100,Healthy
R05,39,57.02,6.6,42.09,1.5,1.7,5.85,1,0,1.962,0,100,Healthy
R05,40,56.85,9.1,39.25,2.42,1.34,6.0,1,0,1.455,0,100,Healthy
R05,41,56.66,16.075779974967,57.17623426024591,5.19667143366502,1.7,6.15,10,1,7.004,1,25,Critical
R05,42,56.56,10.04,41.63,0.17,1.13,6.3,1,0,3.086,0,100,Healthy
R05,43,56.29,5.96,37.38,3.59,1.43,6.45,0,0,2.182,0,100,Healthy
R05,44,56.2,10.28,50.13,4.05,1.46,6.6,0,1,2.302,0,80,Healthy
R05,45,56.01,17.189142422130555,53.10277117079639,6.120578679986697,1.23,6.75,5,1,6.073,1,45,Critical
R05,46,55.89,7.27,39.3,2.12,1.71,6.9,3,0,1.914,0,100,Healthy
R05,47,55.74,7.36,47.98,2.58,1.29,7.05,2,0,1.702,0,100,Healthy
R05,48,55.53,7.18,38.62,2.25,1.63,7.2,0,0,1.765,0,100,Healthy
R05,49,55.48,8.36,43.88,3.45,1.67,7.35,0,0,1.662,0,100,Healthy
R05,50,55.31,7.14,40.69,3.08,1.49,7.5,0,0,1.597,0,100,Healthy
R05,51,55.19,7.21,38.34,2.45,1.72,7.65,1,0,1.735,0,100,Healthy
R05,52,55.1,4.7,39.5,2.13,1.85,7.8,1,0,2.66,0,100,Healthy
R05,53,55.04,7.28,36.45,4.19,1.56,7.95,2,1,2.194,0,80,Healthy
R05,54,54.98,8.07,39.44,3.34,1.45,8.1,0,0,1.647,0,100,Healthy
R05,55,54.92,6.14,40.49,2.67,1.28,8.25,0,0,2.041,0,100,Healthy
R05,56,54.83,9.47,39.56,3.5,1.35,8.4,0,0,1.862,0,100,Healthy
R05,57,54.59,8.9,36.41,3.02,1.53,8.55,1,0,1.651,0,100,Healthy
R05,58,54.53,8.12,48.48,2.0,1.69,8.7,0,0,1.936,0,100,Healthy
R05,59,54.47,8.11,43.26,2.42,1.55,8.85,2,0,1.345,0,100,Healthy
R05,60,54.21,6.93,46.78,3.11,1.87,9.0,1,0,2.163,0,100,Healthy
R05,61,54.08,7.87,38.0,1.93,1.19,9.15,2,0,2.123,0,100,Healthy
R05,62,53.93,6.69,43.49,2.46,1.62,9.3,1,0,1.66,0,100,Healthy
R05,63,53.77,9.45,45.89,2.83,1.88,9.45,3,0,2.28,0,100,Healthy
R05,64,53.71,8.76,36.41,1.3,1.11,9.6,3,0,2.797,0,100,Healthy
R05,65,53.49,7.01,38.96,2.13,1.24,9.75,1,0,2.047,0,100,Healthy
R05,66,53.41,8.28,50.56,2.46,1.04,9.9,0,0,2.676,0,100,Healthy
R05,67,53.21,6.55,40.81,2.59,1.25,10.05,1,0,2.014,0,100,Healthy
R05,68,52.98,8.65,43.0,2.68,1.82,10.2,2,0,1.944,0,100,Healthy
R05,69,52.85,7.85,42.47,1.71,2.1,10.35,0,0,3.017,0,100,Healthy
R05,70,52.55,9.82,45.01,2.55,1.45,10.5,1,0,1.716,0,100,Healthy
R05,71,52.46,5.91,44.91,2.45,1.61,10.65,0,0,2.188,0,100,Healthy
R05,72,52.4,15.020074793391705,60.06491557870952,3.06124719784613,1.44,10.8,6,1,5.124,0,45,Critical
R05,73,52.2,9.3,39.64,2.43,1.83,10.95,0,0,2.291,0,100,Healthy
R05,74,52.06,12.106350243093154,59.057684162700085,2.598762729724257,0.79,11.1,5,1,4.859,0,45,Critical
R05,75,51.92,8.58,44.31,1.95,0.94,11.25,0,0,2.942,0,100,Healthy
R05,76,51.63,8.4,51.79,2.48,1.37,11.4,1,0,2.226,0,100,Healthy
R05,77,51.42,8.07,44.23,2.26,1.54,11.55,1,0,1.803,0,100,Healthy
R05,78,51.22,8.22,44.44,2.35,1.34,11.7,1,0,1.919,0,100,Healthy
R05,79,50.96,12.031895613415317,61.797837345921096,3.6837193763061595,1.32,11.85,6,1,4.745,0,45,Critical
R05,80,50.82,10.08,37.72,2.11,1.55,12.0,1,0,2.231,0,100,Healthy
R05,81,50.73,6.56,40.54,2.61,1.75,12.15,0,0,2.428,0,100,Healthy
R05,82,50.55,8.42,40.72,3.46,1.86,12.3,1,0,2.468,0,100,Healthy
R05,83,50.37,7.12,51.09,3.04,1.64,12.45,0,0,2.548,0,100,Healthy
R05,84,50.11,9.44,42.7,1.12,1.22,12.6,1,0,2.729,0,100,Healthy
R05,85,49.85,10.82,28.68,2.97,1.06,12.75,0,0,3.706,0,100,Healthy
R05,86,49.79,9.81,38.54,3.42,1.21,12.9,2,0,2.613,0,100,Healthy
R05,87,49.55,12.471425451337817,54.262419878349164,6.390729985803218,1.77,13.05,7,1,5.815,1,45,Critical
R05,88,49.26,8.53,36.24,2.0,1.24,13.2,1,0,2.638,0,100,Healthy
R05,89,49.17,7.64,35.95,2.77,1.56,13.35,0,0,2.537,0,100,Healthy
R05,90,49.02,9.26,50.28,2.16,1.35,13.5,0,0,2.669,0,100,Healthy
R05,91,48.76,8.59,40.21,2.4,1.68,13.65,0,0,2.464,0,100,Healthy
R05,92,48.7,5.71,48.59,2.55,1.4,13.8,0,0,2.844,0,100,Healthy
R05,93,48.46,7.89,41.81,1.29,1.87,13.95,2,0,3.001,0,100,Healthy
R05,94,48.23,8.57,40.66,3.09,0.97,14.1,0,0,3.219,0,100,Healthy
R05,95,48.07,8.52,44.35,2.0,1.32,14.25,2,0,2.537,0,100,Healthy
R05,96,47.91,14.25528888455282,54.001407363115796,0.913143405502327,1.41,14.4,3,1,4.46,0,80,Healthy
R05,97,47.76,11.440714887198077,62.453977960919644,8.150729681757104,1.58,14.55,5,1,6.818,1,45,Critical
R05,98,47.68,7.03,35.27,3.69,1.28,14.7,0,0,3.143,0,100,Healthy
R05,99,47.62,9.88,37.7,2.87,1.22,14.85,0,0,2.983,0,100,Healthy
R06,0,92.89,6.8,38.24,1.47,1.37,0.0,3,0,3.087,0,100,Healthy
R06,1,92.74,8.58,38.52,3.48,1.21,0.15,0,0,2.941,0,100,Healthy
R06,2,92.67,8.73,47.58,3.24,1.56,0.3,0,0,2.638,0,100,Healthy
R06,3,92.5,6.42,50.83,1.21,1.3,0.45,2,0,3.238,0,100,Healthy
R06,4,92.22,9.11,44.71,3.53,1.57,0.6,0,0,2.581,0,100,Healthy
R06,5,91.97,8.8,38.38,2.91,1.4,0.75,0,0,2.535,0,100,Healthy
R06,6,91.89,7.46,46.47,3.13,1.92,0.9,2,0,2.889,0,100,Healthy
R06,7,91.73,9.1,38.17,3.01,1.24,1.05,0,0,2.686,0,100,Healthy
R06,8,91.52,7.03,45.55,3.25,1.58,1.2,0,0,2.492,0,100,Healthy
R06,9,91.29,7.66,31.43,2.35,1.63,1.35,1,0,2.87,0,100,Healthy
R06,10,91.22,6.71,51.56,1.6,1.55,1.5,0,0,2.905,0,100,Healthy
R06,11,91.0,8.22,46.69,2.51,2.22,1.65,0,0,3.593,0,100,Healthy
R06,12,90.93,6.0,47.29,2.38,1.69,1.8,0,0,2.675,0,100,Healthy
R06,13,90.7,15.079415136233271,52.374193168045984,5.757974600950596,1.57,1.95,9,1,6.556,1,45,Critical
R06,14,90.41,6.94,38.44,3.33,1.86,2.1,1,0,2.68,0,100,Healthy
R06,15,90.18,9.4,35.77,1.12,1.68,2.25,0,0,2.899,0,100,Healthy
R06,16,90.11,7.09,43.44,3.57,1.34,2.4,1,0,2.27,0,100,Healthy
R06,17,90.06,10.1842114437998,64.5656005519912,7.137113057874537,1.53,2.55,6,1,6.233,1,45,Critical
R06,18,89.99,5.42,46.38,1.41,1.88,2.7,0,0,3.162,0,100,Healthy
R06,19,89.91,7.25,40.56,3.49,0.88,2.85,4,0,3.532,0,100,Healthy
R06,20,89.79,10.01,37.27,1.69,1.78,3.0,0,0,2.688,0,100,Healthy
R06,21,89.58,15.925209087375505,52.01188180921011,7.661752037916471,1.77,3.15,9,1,7.68,1,45,Critical
R06,22,89.35,6.58,44.25,3.96,1.25,3.3,1,0,2.499,0,100,Healthy
R06,23,89.26,11.07,38.79,1.9,1.52,3.45,0,0,2.471,0,100,Healthy
R06,24,89.19,9.42,53.39,2.96,1.18,3.6,1,0,2.684,0,100,Healthy
R06,25,89.01,6.69,46.17,3.14,1.11,3.75,3,0,2.656,0,100,Healthy
R06,26,88.87,7.38,52.82,2.92,1.27,3.9,1,0,2.455,0,100,Healthy
R06,27,88.59,6.77,48.15,1.82,1.91,4.05,1,0,2.644,0,100,Healthy
R06,28,88.44,8.26,37.11,2.44,1.58,4.2,0,0,2.01,0,100,Healthy
R06,29,88.31,6.5,42.11,1.05,1.33,4.35,1,0,2.483,0,100,Healthy
R06,30,88.04,5.85,35.22,2.0,1.99,4.5,1,0,3.057,0,100,Healthy
R06,31,87.78,8.21,44.55,4.21,1.36,4.65,1,1,2.136,0,80,Healthy
R06,32,87.65,7.66,37.18,2.85,1.32,4.8,0,0,2.049,0,100,Healthy
R06,33,87.58,10.6,47.95,2.65,1.76,4.95,0,0,2.29,0,100,Healthy
R06,34,87.33,7.02,42.39,3.1,1.53,5.1,1,0,1.626,0,100,Healthy
R06,35,87.25,7.73,36.25,1.97,1.54,5.25,3,0,2.115,0,100,Healthy
R06,36,87.18,10.73,39.98,2.84,1.64,5.4,0,0,2.046,0,100,Healthy
R06,37,86.89,8.52,29.34,2.98,1.53,5.55,1,0,2.515,0,100,Healthy
R06,38,86.64,7.29,46.22,2.38,1.23,5.7,1,0,1.873,0,100,Healthy
R06,39,86.58,9.01,43.04,1.6,1.37,5.85,1,0,1.762,0,100,Healthy
R06,40,86.32,8.39,48.04,3.3,1.36,6.0,2,0,1.705,0,100,Healthy
R06,41,86.07,6.17,50.73,2.54,1.64,6.15,1,0,2.105,0,100,Healthy
R06,42,85.87,6.45,43.46,2.6,1.35,6.3,2,0,1.706,0,100,Healthy
R06,43,85.65,13.134583833434583,51.212467839440066,4.2903250700974205,1.4,6.45,6,1,4.154,0,45,Critical
R06,44,85.5,11.051858190173787,53.86191036328938,1.1028784654031003,2.01,6.6,4,0,3.732,0,100,Healthy
R06,45,85.42,7.13,42.05,2.59,1.32,6.75,2,0,1.561,0,100,Healthy
R06,46,85.13,10.52,44.98,2.16,1.71,6.9,0,0,1.96,0,100,Healthy
R06,47,85.04,6.03,42.6,2.72,1.53,7.05,0,0,1.8,0,100,Healthy
R06,48,84.89,7.05,42.51,1.72,1.94,7.2,1,0,2.333,0,100,Healthy
R06,49,84.83,6.79,39.42,3.57,1.67,7.35,0,0,1.96,0,100,Healthy
R06,50,84.69,7.61,40.93,2.85,1.37,7.5,2,0,1.377,0,100,Healthy
R06,51,84.41,7.78,40.22,3.33,1.34,7.65,1,0,1.499,0,100,Healthy
R06,52,84.14,7.4,44.98,1.43,1.07,7.8,1,0,2.399,0,100,Healthy
R06,53,83.89,9.46,37.62,3.7,1.06,7.95,3,0,2.594,0,100,Healthy
R06,54,83.66,7.7,36.65,0.95,1.78,8.1,2,0,2.471,0,100,Healthy
R06,55,83.45,6.8,40.58,3.46,1.21,8.25,1,0,1.917,0,100,Healthy
R06,56,83.31,9.8,51.29,2.43,1.19,8.4,1,0,2.146,0,100,Healthy
R06,57,83.2,9.45,38.88,1.37,1.61,8.55,2,0,1.876,0,100,Healthy
R06,58,82.97,7.69,54.21,2.22,1.35,8.7,1,0,2.149,0,100,Healthy
R06,59,82.79,5.79,41.84,2.95,1.53,8.85,0,0,1.833,0,100,Healthy
R06,60,82.62,8.28,38.22,0.97,1.8,9.0,2,0,2.373,0,100,Healthy
R06,61,82.57,8.27,47.37,2.66,1.73,9.15,1,0,1.505,0,100,Healthy
R06,62,82.33,8.17,46.13,2.1,1.3,9.3,0,0,1.669,0,100,Healthy
R06,63,82.22,8.63,32.83,1.41,1.97,9.45,1,0,2.878,0,100,Healthy
R06,64,82.15,8.09,35.53,2.01,1.27,9.6,1,0,1.931,0,100,Healthy
R06,65,82.09,9.6,47.91,2.42,1.75,9.75,2,0,1.744,0,100,Healthy
R06,66,81.81,8.78,40.18,2.31,1.61,9.9,0,0,1.486,0,100,Healthy
R06,67,81.73,8.0,47.75,1.71,1.69,10.05,2,0,1.781,0,100,Healthy
R06,68,81.57,8.67,42.94,3.2,1.32,10.2,3,0,1.655,0,100,Healthy
R06,69,81.49,9.43,46.47,1.54,1.59,10.35,1,0,1.728,0,100,Healthy
R06,70,81.33,9.55,45.82,2.15,1.15,10.5,0,0,2.1,0,100,Healthy
R06,71,81.23,8.13,42.38,3.44,1.33,10.65,2,0,1.531,0,100,Healthy
R06,72,80.94,6.19,36.22,2.48,1.32,10.8,0,0,2.173,0,100,Healthy
R06,73,80.83,9.19,39.07,2.24,1.68,10.95,3,0,1.822,0,100,Healthy
R06,74,80.61,8.18,43.82,2.51,0.98,11.1,1,0,2.365,0,100,Healthy
R06,75,80.53,9.19,38.92,2.41,1.59,11.25,4,0,2.079,0,100,Healthy
R06,76,80.27,8.48,38.39,3.09,1.79,11.4,0,0,1.972,0,100,Healthy
R06,77,80.0,12.347229784874607,61.7960290835821,5.004433004971848,1.76,11.55,5,1,4.788,0,25,Critical
R06,78,79.74,6.39,43.06,2.56,1.95,11.7,1,0,2.354,0,100,Healthy
R06,79,79.48,8.64,46.2,3.35,1.76,11.85,0,0,1.922,0,100,Healthy
R06,80,79.21,14.070550451900218,59.13715708179235,4.920460815801613,1.44,12.0,6,1,5.11,0,25,Critical
R06,81,78.92,9.28,49.26,1.86,1.29,12.15,1,0,2.003,0,100,Healthy
R06,82,78.68,6.77,40.49,2.52,1.43,12.3,1,0,1.629,0,100,Healthy
R06,83,78.54,8.34,31.34,3.21,1.46,12.45,1,0,2.297,0,100,Healthy
R06,84,78.45,8.26,39.19,1.41,1.94,12.6,1,0,2.557,0,100,Healthy
R06,85,78.35,8.6,47.35,1.66,0.92,12.75,0,0,3.0,0,100,Healthy
R06,86,78.12,5.58,42.73,3.06,1.47,12.9,0,0,2.147,0,100,Healthy
R06,87,78.05,7.56,35.26,2.0,1.63,13.05,0,0,2.218,0,100,Healthy
R06,88,77.99,8.39,42.84,1.8,1.45,13.2,1,0,1.708,0,100,Healthy
R06,89,77.84,9.75,46.04,2.43,1.39,13.35,1,0,1.76,0,100,Healthy
R06,90,77.68,8.12,52.21,2.69,1.49,13.5,2,0,2.09,0,100,Healthy
R06,91,77.57,8.27,42.09,1.82,1.83,13.65,0,0,2.295,0,100,Healthy
